date,site,target_tn_day,n_obs_day,std_day,mask_y,L_all,L_key,L_corr,L0,L_aux_1,L_aux_2,primary_prior_column,gate,Hu,Hd,delta_h,Qg,Qg_sgn,Qg_abs,flow_mean,flow_min,flow_max,flow_signed_evidence,level_range,flow_range,connect,log_qg_abs,hydraulic_gradient_abs,mix,res,mem,exchange_strength,direction,connect_rank_trainfit,exchange_rank_trainfit,state_label,precip,temp_mean,wind_speed,solar_radiation,api3,api7,api15,month,doy,month_sin,month_cos,doy_sin,doy_cos,archive_xtk_up_level,archive_xtk_flow,archive_xtk_level_diff1,archive_xtk_flow_diff1,archive_xtk_flow_roll3,archive_xtk_flow_roll7,archive_hydro_available,target_site,mechanistic_window,storm_window_3d,state_score_s1,state_prob_s1,state_score_s2,state_prob_s2,state_score_s3,state_prob_s3,state_score_s4,state_prob_s4,z_delta_h,z_qg_sgn,z_qg_abs,z_connect,z_mix,z_res,z_mem,tn_history_feature,warm_retention_proxy,wind_resuspension_proxy,bio_season_proxy,split,tn_history,L_eff,recon_scale,connectivity_correction,tv_weight,lag_weight_0,lag_weight_1,lag_weight_2,lag_weight_3,lag_weight_4,lag_weight_5,lag_weight_6,lag_weight_7,reconstruction_mode
2023-11-09,排水闸,1.5699999999999998,5,0.16528762809115508,1,2600434.1511345794,83448.10656497,51001.84146510109,51001.84146510109,2600434.1511345794,83448.10656497,L_corr,新滩口闸,21.982692307692307,18.729166666666668,3.2535256410256395,117.0,117.0,117.0,102.68076923076923,78.6,117.0,0.0,3.870000000000001,38.400000000000006,0.9929160925955131,4.770684624465665,0.1598318309779435,0.9968064558006943,0.009917355371900827,88.21752513437359,149.5352564102564,outflow,0.7228786251342643,0.7561761546723953,S2,10.46069992826233,15.972083333333332,3.2905207872390747,2.8269,21.818700037511007,46.139399979892914,46.74689997488031,11.0,313.0,-0.5000000000000004,0.8660254037844384,-0.780295851070776,0.6254105729852457,22.28,102.0,-0.4599999999999973,22.599999999999994,63.66666666666659,32.78142857142858,1,排水闸,True,1,-2.115486255983364,0.0922803782817748,-2.338369663480186,0.07384351005956011,0.0,0.7653381700957214,-2.4129303052060815,0.06853794156294381,3.2535256410256395,117.0,117.0,0.9929160925955131,0.9968064558006943,0.009917355371900827,88.21752513437359,1.358,0.15840082644628098,3.2800123636662923,0.0,test,1.358,44433.453,1.3155293,1.1337272,0.3,0.48988312,0.22663988,0.109425925,0.05740603,0.035052367,0.026752232,0.025715264,0.029125175,rule_constrained
2023-11-10,排水闸,1.83,5,0.03162277660168382,1,556948.2621644202,31538.629077051,10238.204121227316,10238.204121227316,556948.2621644202,31538.629077051,L_corr,新滩口闸,21.924642857142857,18.533333333333335,3.3913095238095217,80.6,80.6,80.6,48.332142857142856,21.0,80.6,0.0,4.150000000000002,59.599999999999994,0.9869399032719509,4.401829261970061,0.1676460206609057,0.9916143471865101,0.009262117937635072,85.55139133734284,114.51309523809522,outflow,0.6766917293233082,0.728249194414608,S1,1.0278000057951433,10.380833333333333,3.71072918176651,2.2365,20.39220004735398,42.447599985734996,47.57309997903576,11.0,314.0,-0.5000000000000004,0.8660254037844384,-0.7694148268839381,0.6387494220515268,22.54,56.6,0.259999999999998,-45.4,79.33333333333326,39.49714285714286,1,排水闸,True,1,-1.8766601004802226,0.10973322488741147,-2.021340439091226,0.09495203347070853,0.0,0.7167393832789188,-2.2106541488976568,0.07857535836296115,3.3913095238095217,80.6,80.6,0.9869399032719509,0.9916143471865101,0.009262117937635072,85.55139133734284,1.5699999999999998,0.09614850262426675,3.6796122951633308,0.0,test,1.5699999999999998,26560.816,1.2642648,1.1060151,0.3,0.474934,0.22299643,0.1100491,0.05961432,0.037961457,0.030213771,0.029892566,0.03433837,rule_constrained
2023-11-11,排水闸,1.8683333333333334,6,0.06914156170897177,1,350272.7801011065,29870.461163862994,6431.797090275931,6431.797090275931,350272.7801011065,29870.461163862994,L_corr,新滩口闸,22.506,18.45,4.056000000000001,26.2,26.2,26.2,25.284000000000002,24.2,26.2,0.0,4.349999999999998,2.0,0.9774409154912082,3.3032169733019514,0.1980662077318973,0.9766000588890323,0.013386880856760376,64.77840436927285,66.76,outflow,0.6090225563909775,0.6186895810955961,S1,2.9664000088814646,6.891666666666667,3.7584374944368997,1.6947,14.454899942938937,38.448899922059354,50.14619999464003,11.0,315.0,-0.5000000000000004,0.8660254037844384,-0.7583058084785625,0.6518989958787125,22.69,24.5,0.15000000000000213,-32.1,61.03333333333325,41.62857142857143,1,排水闸,True,1,-1.2292592102891868,0.17406985022179025,-1.4318818324523706,0.14214306274548938,0.0,0.595091911666716,-1.903510371886061,0.08869517536600437,4.056000000000001,26.2,26.2,0.9774409154912082,0.9766000588890323,0.013386880856760376,64.77840436927285,1.83,0.09225792057117359,3.6704902783978235,0.0,test,1.83,16628.06,1.1724755,1.0654135,0.3,0.4308683,0.21007606,0.10982848,0.06490567,0.046320263,0.041220978,0.04406156,0.052718703,rule_constrained
2023-11-12,排水闸,1.8883333333333334,6,0.06309164410249228,1,109314.41836782859,13086.284549956898,1980.0478693249465,1980.0478693249465,109314.41836782859,13086.284549956898,L_corr,新滩口闸,22.7172,18.43583333333333,4.281366666666667,27.9,27.9,27.9,26.944000000000003,25.4,27.9,0.0,4.59,2.5,0.9817127262799488,3.3638415951183864,0.20807051688840195,0.9817980304040999,0.022222222222222223,51.87096284002736,70.71366666666667,outflow,0.6487647690655209,0.6380236305048335,S1,0.05759999862675613,8.81,2.8007291754086814,9.6237,4.051800013303364,25.933500051678493,50.203799993266784,11.0,316.0,-0.5000000000000004,0.8660254037844384,-0.7469720876965551,0.6648553979642867,22.91,25.5,0.21999999999999886,1.0,35.53333333333325,43.89857142857143,1,排水闸,True,1,-0.8692605331177254,0.22129633792908804,-1.242330389095564,0.15238844847154526,0.0,0.5278241780031373,-1.6787976971834129,0.09849103559622943,4.281366666666667,27.9,27.9,0.9817127262799488,0.9817980304040999,0.022222222222222223,51.87096284002736,1.8683333333333334,0.1957777777777778,2.749750388111542,0.0,test,1.8683333333333334,10765.395,1.1700153,1.0892589,0.3,0.40202793,0.20062631,0.10879041,0.06787677,0.051741924,0.04880169,0.054133378,0.06600157,rule_constrained
2023-11-13,排水闸,1.795,6,0.025658007197234444,1,47862.17248415561,7007.397581018049,901.368160004702,901.368160004702,47862.17248415561,7007.397581018049,L_corr,新滩口闸,22.875999999999998,18.421666666666667,4.454333333333331,28.7,28.7,28.7,28.344,27.9,28.7,0.0,4.699999999999999,0.8000000000000007,0.9842875805974506,3.391147045808654,0.21571839172261253,0.9847686222876172,0.036101083032490974,43.76112584601779,73.24333333333331,outflow,0.6638023630504833,0.6466165413533834,S1,0.0,6.94625,1.726875017086665,3.888,3.0240000075082207,25.87050005081437,50.19389999318946,11.0,317.0,-0.5000000000000004,0.8660254037844384,-0.7354170229639858,0.6776147890466887,23.07,26.2,0.16000000000000014,0.6999999999999993,25.399999999999924,46.25714285714286,1,排水闸,True,1,-0.7612432213790479,0.2393999403694035,-1.2336668966232414,0.1492633012337899,0.0,0.5125400044447257,-1.6463140159412935,0.09879675395208075,4.454333333333331,28.7,28.7,0.9842875805974506,0.9847686222876172,0.036101083032490974,43.76112584601779,1.8883333333333334,0.25076714801444044,1.7005723314393404,0.0,test,1.8883333333333334,7074.213,1.1724436,1.0982814,0.3,0.39290553,0.19707854,0.10794284,0.06851593,0.05341043,0.051407352,0.057786047,0.07095334,rule_constrained
2023-11-14,排水闸,2.1816666666666666,6,0.11186549463033223,1,25907.111471547774,4121.9876283894055,505.6093911592979,505.6093911592979,25907.111471547774,4121.9876283894055,L_corr,新滩口闸,22.772307692307695,18.44666666666667,4.325641025641026,29.0,29.0,29.0,26.623076923076926,13.5,29.0,0.0,4.719999999999999,15.5,0.9827155561979001,3.4011973816621555,0.20988590245275365,0.9830660159078689,0.034924330616996506,38.594731799911564,72.25641025641026,outflow,0.6530612244897959,0.6433941997851772,S1,0.0,10.073333333333332,1.5454166531562805,12.8952,0.05759999862675613,23.416200054862202,50.19119999319628,11.0,318.0,-0.5000000000000004,0.8660254037844384,-0.7236440382959123,0.690173388242972,23.13,26.5,0.05999999999999872,0.3000000000000007,26.066666666666592,48.67142857142857,1,排水闸,True,1,-0.29647780350368746,0.30092742423082797,-0.7977157844955708,0.18229589054622763,0.0,0.40478130097686493,-1.2848892653100692,0.11199538424607938,4.325641025641026,29.0,29.0,0.9827155561979001,0.9830660159078689,0.034924330616996506,38.594731799911564,1.795,0.35180442374854476,1.5192465921360176,0.0,test,1.795,6841.5474,1.1224707,1.0918367,0.3,0.35198072,0.1847027,0.10740884,0.07325732,0.06116555,0.06177497,0.07123745,0.08847251,rule_constrained
2023-11-15,排水闸,2.1750000000000003,6,0.09844626283748237,1,218738.56069258004,28525.0318092,2280.05196033649,2280.05196033649,218738.56069258004,28525.0318092,L_corr,新滩口闸,22.9664,18.420416666666668,4.545983333333332,26.2,26.2,26.2,25.096,13.5,26.2,0.0,4.790000000000003,12.7,0.9846441933752071,3.3032169733019514,0.21968266611391948,0.9848813449437666,0.03562945368171021,34.25657566994252,71.65983333333332,outflow,0.664876476906552,0.6433941997851772,S1,3.348900013952516,10.585833333333333,1.7120833198229473,3.0897,3.348900013952516,17.86139995551821,53.540100007148794,11.0,319.0,-0.5000000000000004,0.8660254037844384,-0.7116566222817751,0.7025274741691566,23.15,26.6,0.019999999999999574,0.10000000000000142,26.433333333333255,41.12857142857143,1,排水闸,True,1,-0.893792318338497,0.21972335729257408,-1.303621211294613,0.14584441389967107,0.0,0.5370878131527076,-1.7079062399757385,0.09734441565504724,4.545983333333332,26.2,26.2,0.9846441933752071,0.9848813449437666,0.03562945368171021,34.25657566994252,2.1816666666666666,0.377167458432304,1.6861989226830132,0.0,test,2.1816666666666666,6604.3115,1.1835183,1.0989258,0.3,0.4041964,0.20097207,0.108534664,0.06746453,0.051309794,0.04836861,0.053675354,0.06547859,rule_constrained
2023-11-16,排水闸,2.184,5,0.062481997407253236,1,61091.324825536794,10189.33361249,545.9951150621881,545.9951150621881,61091.324825536794,10189.33361249,L_corr,新滩口闸,22.798846153846153,18.294999999999998,4.503846153846155,26.2,26.2,26.2,11.123076923076923,0.0,26.2,0.0,4.969999999999999,26.2,0.9841260864849743,3.3032169733019514,0.21919807251853196,0.9843015695095922,0.036719706242350054,31.436774185462642,71.23846153846155,outflow,0.6638023630504833,0.6423200859291085,S1,0.0,11.9,2.4998958309491477,13.2372,3.348900013952516,7.40070002725588,53.540100007148794,11.0,320.0,-0.5000000000000004,0.8660254037844384,-0.6994583270516471,0.7146733860429608,23.17,26.7,0.020000000000003126,0.09999999999999787,26.599999999999923,30.371428571428574,1,排水闸,True,1,-0.8169553038644737,0.22980999382549738,-1.23955774716316,0.15060347815265718,0.0,0.5201972973343876,-1.655164392956976,0.09938923068745789,4.503846153846155,26.2,26.2,0.9841260864849743,0.9843015695095922,0.036719706242350054,31.436774185462642,2.1750000000000003,0.43696450428396566,2.4606513900137323,0.0,test,2.1750000000000003,5213.04,1.1759633,1.0982814,0.3,0.3976223,0.19894701,0.10841489,0.06820685,0.05255296,0.050047938,0.055866696,0.068341486,rule_constrained
2023-11-17,排水闸,2.1766666666666667,6,0.04149966532662921,1,24853.286396639734,4736.524994024199,222.1042105271977,222.1042105271977,24853.286396639734,4736.524994024199,L_corr,新滩口闸,22.972800000000003,18.0725,4.900300000000001,29.6,29.6,29.6,4.736000000000001,0.0,29.6,0.0,5.240000000000002,29.6,0.9891452670270733,3.4210000089583352,0.2387751952708254,0.9900492822686697,0.03645200486026731,30.79390322055072,78.60300000000001,outflow,0.6895810955961332,0.664876476906552,S1,0.0,13.466666666666667,1.9786458611488342,13.8744,3.348900013952516,6.372900021460737,53.540100007148794,11.0,321.0,-0.5000000000000004,0.8660254037844384,-0.6870527672236675,0.726607524768565,23.18,26.8,0.00999999999999801,0.10000000000000142,26.69999999999992,26.114285714285717,1,排水闸,True,1,-0.9256079791260463,0.21609348873649817,-1.361300175258867,0.13977289629366815,0.0,0.5452907351393911,-1.7077875944146592,0.09884287983044251,4.900300000000001,29.6,29.6,0.9891452670270733,0.9900492822686697,0.03645200486026731,30.79390322055072,2.184,0.49088699878493314,1.9589569146942774,0.0,test,2.184,1692.1191,1.2019552,1.1137487,0.3,0.40678582,0.20167863,0.10850727,0.067137584,0.050823927,0.047743447,0.052877545,0.064445786,rule_constrained
2023-11-18,排水闸,2.14,6,0.08000000000000006,1,13258.543907115984,2547.5994299679,127.72562498031164,127.72562498031164,13258.543907115984,2547.5994299679,L_corr,新滩口闸,22.74346153846154,17.789166666666667,4.954294871794872,58.8,58.8,58.8,44.08461538461539,29.4,58.8,0.0,5.560000000000002,29.4,0.9941731561194617,4.091005660956586,0.24445957968787588,0.9960407465445297,0.026109660574412535,40.59603709335797,108.34294871794872,outflow,0.7389903329752954,0.7175080558539205,S2,0.0,14.571666666666667,2.1582291523615518,11.484900000000001,0.0,3.406500012579272,48.82050000719573,11.0,322.0,-0.5000000000000004,0.8660254037844384,-0.6744436188329457,0.7383263540031063,23.15,26.7,-0.030000000000001137,-0.10000000000000142,26.73333333333326,26.428571428571434,1,排水闸,True,0,-0.46414238345820125,0.2768567579996546,-1.0044159046768995,0.16129366860737065,0.0,0.4403820460991315,-1.2879956747708272,0.12146752729384316,4.954294871794872,58.8,58.8,0.9941731561194617,0.9960407465445297,0.026109660574412535,40.59603709335797,2.1766666666666667,0.380461270670148,2.1496841761323675,0.0,test,2.1766666666666667,1093.518,1.187072,1.1433942,1.0,0.3660714,0.18933894,0.10798559,0.07189022,0.058576506,0.058076363,0.06624512,0.08181592,rule_constrained
