date,site,target_tn_day,n_obs_day,std_day,mask_y,L_all,L_key,L_corr,L0,L_aux_1,L_aux_2,primary_prior_column,gate,Hu,Hd,delta_h,Qg,Qg_sgn,Qg_abs,flow_mean,flow_min,flow_max,flow_signed_evidence,level_range,flow_range,connect,log_qg_abs,hydraulic_gradient_abs,mix,res,mem,exchange_strength,direction,connect_rank_trainfit,exchange_rank_trainfit,state_label,precip,temp_mean,wind_speed,solar_radiation,api3,api7,api15,month,doy,month_sin,month_cos,doy_sin,doy_cos,archive_xtk_up_level,archive_xtk_flow,archive_xtk_level_diff1,archive_xtk_flow_diff1,archive_xtk_flow_roll3,archive_xtk_flow_roll7,archive_hydro_available,target_site,mechanistic_window,storm_window_3d,state_score_s1,state_prob_s1,state_score_s2,state_prob_s2,state_score_s3,state_prob_s3,state_score_s4,state_prob_s4,z_delta_h,z_qg_sgn,z_qg_abs,z_connect,z_mix,z_res,z_mem,tn_history_feature,warm_retention_proxy,wind_resuspension_proxy,bio_season_proxy
2021-06-17,排水闸,1.2475,4,0.03031088913245538,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.28,280.0,-0.33999999999999986,8.0,263.3333333333333,214.14285714285714,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.390729468599034,0.0,0.0,0.0
2021-06-18,排水闸,1.57625,8,0.27449669852295133,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.93,263.0,-0.3500000000000014,-17.0,271.66666666666663,225.0,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.2475,0.0,0.0,0.0
2021-06-19,排水闸,1.5957142857142856,7,0.06253162465211223,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.64,233.0,-0.28999999999999915,-30.0,258.66666666666663,239.14285714285714,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.57625,0.0,0.0,0.0
2021-06-20,排水闸,1.6600000000000001,5,0.04335896677735757,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.47,221.0,-0.1700000000000017,-12.0,238.99999999999997,246.28571428571428,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.5957142857142856,0.0,0.0,0.0
2021-07-02,排水闸,1.5675,4,0.059739015726742555,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.11,305.0,0.7399999999999984,81.0,239.99999999999997,199.42857142857142,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.6600000000000001,0.0,0.0,0.0
2021-07-03,排水闸,1.80375,8,0.36155696300859697,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.57,278.0,0.46000000000000085,-27.0,268.99999999999994,213.28571428571428,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.5675,0.0,0.0,0.0
2021-07-04,排水闸,1.5825,8,0.05425633603552673,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.96,250.0,0.39000000000000057,-28.0,277.66666666666663,223.42857142857142,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.80375,0.0,0.0,0.0
2021-07-05,排水闸,1.5425,8,0.05517019122678483,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.38,139.0,0.41999999999999815,-111.0,222.3333333333333,222.28571428571428,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.5825,0.0,0.0,0.0
2021-07-06,排水闸,1.5650000000000002,6,0.053774219349672255,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.76,37.3,0.38000000000000256,-101.7,142.09999999999997,203.47142857142856,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.5425,0.0,0.0,0.0
2021-07-07,排水闸,1.3833333333333335,3,0.047140452079103105,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.66,0.0,-0.10000000000000142,-37.3,58.76666666666663,176.18571428571428,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.5650000000000002,0.0,0.0,0.0
2021-07-26,排水闸,1.2833333333333334,3,0.07039570693980965,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.02,46.5,-0.019999999999999574,-52.5,81.76666666666664,91.72857142857143,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.3833333333333335,0.0,0.0,0.0
2021-07-27,排水闸,1.4055555555555557,9,0.14780701465169685,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.25,33.6,0.23000000000000043,-12.899999999999999,59.69999999999996,82.10000000000001,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.2833333333333334,0.0,0.0,0.0
2021-07-28,排水闸,1.64375,8,0.11852610471959328,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.33,125.0,0.0799999999999983,91.4,68.36666666666663,85.84285714285714,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.4055555555555557,0.0,0.0,0.0
2021-07-29,排水闸,1.45625,8,0.272210281767607,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.26,143.0,-0.06999999999999673,18.0,100.5333333333333,92.22857142857143,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.64375,0.0,0.0,0.0
2021-07-30,排水闸,1.0816666666666668,6,0.02608745973749757,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.17,184.0,-0.08999999999999986,41.0,150.66666666666663,104.41428571428571,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.45625,0.0,0.0,0.0
2021-08-06,排水闸,2.36,2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.84,265.0,-0.16000000000000014,-13.0,268.3333333333333,236.14285714285714,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.0816666666666668,0.0,0.0,0.0
2021-09-23,排水闸,1.15,3,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.94,91.8,0.4400000000000013,-68.2,135.9333333333333,71.08571428571429,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,2.36,0.0,0.0,0.0
2021-09-24,排水闸,1.16,2,0.010000000000000009,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.06,0.0,0.11999999999999744,-91.8,83.9333333333333,71.08571428571429,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.15,0.0,0.0,0.0
2021-10-28,排水闸,2.186666666666667,3,0.018856180831641284,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.23,199.0,-0.39000000000000057,-34.0,204.99999999999997,258.0,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.16,0.0,0.0,0.0
2021-10-29,排水闸,2.2249999999999996,2,0.135,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.78,131.0,-0.4499999999999993,-68.0,187.66666666666663,231.57142857142858,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,2.186666666666667,0.0,0.0,0.0
2021-11-05,排水闸,1.66,4,0.02345207879911717,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.92,103.0,0.11000000000000298,0.0,103.3333333333333,119.0,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,2.2249999999999996,0.0,0.0,0.0
2021-11-06,排水闸,1.7733333333333334,6,0.11911712256803762,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.98,125.0,0.05999999999999872,22.0,110.3333333333333,114.28571428571429,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.66,0.0,0.0,0.0
2021-11-07,排水闸,3.0420000000000003,5,1.0982240208627747,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.91,129.0,-0.07000000000000028,4.0,118.99999999999996,113.0,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.7733333333333334,0.0,0.0,0.0
2021-11-08,排水闸,3.615,6,0.2683126286007922,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.77,120.0,-0.14000000000000057,-9.0,124.66666666666663,112.71428571428571,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,3.0420000000000003,0.0,0.0,0.0
2021-11-09,排水闸,3.5780000000000003,5,0.42911070832595155,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.76,105.0,-0.00999999999999801,-15.0,117.99999999999996,112.71428571428571,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,3.615,0.0,0.0,0.0
2021-11-10,排水闸,3.0966666666666662,6,0.19465068427541907,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.73,104.0,-0.030000000000001137,-1.0,109.66666666666663,112.71428571428571,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,3.5780000000000003,0.0,0.0,0.0
2021-11-11,排水闸,2.868,5,0.2365079279855116,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67,101.0,-0.05999999999999872,-3.0,103.3333333333333,112.42857142857143,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,3.0966666666666662,0.0,0.0,0.0
2021-11-12,排水闸,3.1,2,0.020000000000000018,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.57,116.0,-0.10000000000000142,15.0,106.99999999999996,114.28571428571429,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,2.868,0.0,0.0,0.0
2021-11-26,排水闸,1.8733333333333333,3,0.05734883511361747,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.25,75.8,-0.0799999999999983,-4.700000000000003,78.69999999999997,80.88571428571427,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,3.1,0.0,0.0,0.0
2021-11-27,排水闸,1.83,6,0.032145502536643146,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.11,67.2,-0.14000000000000057,-8.599999999999994,74.49999999999996,78.74285714285715,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.8733333333333333,0.0,0.0,0.0
2021-11-28,排水闸,1.8383333333333336,6,0.07624886155798583,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.08,63.8,-0.030000000000001137,-3.4000000000000057,68.9333333333333,75.7,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.83,0.0,0.0,0.0
2021-11-29,排水闸,1.875,4,0.020615528128088215,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.14,53.0,0.060000000000002274,-10.799999999999997,61.33333333333329,71.47142857142858,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.8383333333333336,0.0,0.0,0.0
2021-11-30,排水闸,2.44,5,0.048989794855663606,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.54,36.3,0.3999999999999986,-16.700000000000003,51.033333333333296,65.2,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.875,0.0,0.0,0.0
2021-12-01,排水闸,2.1475,4,0.05356071321407133,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.84,52.8,0.3000000000000007,16.5,47.366666666666625,61.34285714285714,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,2.44,0.0,0.0,0.0
2021-12-02,排水闸,2.066666666666667,3,0.009428090415820642,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.69,90.8,-0.14999999999999858,38.0,59.96666666666662,62.81428571428571,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,2.1475,0.0,0.0,0.0
2021-12-03,排水闸,2.5,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.22,87.1,-0.4700000000000024,-3.700000000000003,76.89999999999996,64.42857142857143,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,2.066666666666667,0.0,0.0,0.0
2021-12-07,排水闸,1.6949999999999998,2,0.03500000000000003,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.03,72.3,-0.019999999999999574,-1.6000000000000085,72.89999999999996,75.37142857142855,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,2.5,0.0,0.0,0.0
2021-12-08,排水闸,1.765,4,0.07826237921249261,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.99,69.7,-0.0400000000000027,-2.5999999999999943,71.96666666666663,77.78571428571429,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.6949999999999998,0.0,0.0,0.0
2021-12-09,排水闸,1.68,4,0.040620192023179756,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.97,67.9,-0.019999999999999574,-1.7999999999999972,69.96666666666663,74.51428571428572,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.765,0.0,0.0,0.0
2021-12-10,排水闸,1.49,2,0.030000000000000027,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92,64.3,-0.04999999999999716,-3.6000000000000085,67.29999999999997,71.25714285714285,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.68,0.0,0.0,0.0
2021-12-14,排水闸,0.7025,4,0.05356071321407138,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.12,53.2,0.060000000000002274,3.3000000000000043,53.79999999999996,61.08571428571429,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.49,0.0,0.0,0.0
2021-12-15,排水闸,0.755,2,0.0050000000000000044,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,63.8,0.2799999999999976,10.599999999999994,55.6333333333333,60.24285714285714,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,0.7025,0.0,0.0,0.0
2021-12-21,排水闸,0.8200000000000001,2,0.07,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.24,59.5,-0.030000000000001137,-1.5,62.76666666666663,57.385714285714286,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,0.755,0.0,0.0,0.0
2021-12-22,排水闸,0.8533333333333334,3,0.026246692913372727,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.31,63.6,0.07000000000000028,4.100000000000001,61.366666666666625,57.357142857142854,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,0.8200000000000001,0.0,0.0,0.0
2021-12-23,排水闸,0.9316666666666666,6,0.041399141161247384,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.49,73.8,0.17999999999999972,10.199999999999996,65.6333333333333,64.22857142857143,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,0.8533333333333334,0.0,0.0,0.0
2021-12-24,排水闸,0.91,3,0.09626352718795766,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,69.0,-0.08999999999999986,-4.799999999999997,68.79999999999997,66.44285714285715,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,0.9316666666666666,0.0,0.0,0.0
2021-12-27,排水闸,1.49,2,0.020000000000000018,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.15,54.7,-0.07000000000000028,-3.6999999999999957,58.83333333333329,63.199999999999996,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,0.91,0.0,0.0,0.0
2021-12-28,排水闸,1.3900000000000001,4,0.07348469228349531,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.07,50.1,-0.0799999999999983,-4.600000000000001,54.399999999999956,61.857142857142854,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.49,0.0,0.0,0.0
2021-12-30,排水闸,1.3,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.07,112.0,0.5599999999999987,36.3,79.26666666666664,69.04285714285714,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.3900000000000001,0.0,0.0,0.0
2022-01-11,排水闸,1.4966666666666668,3,0.05249338582674545,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,38.9,-0.03999999999999915,-28.300000000000004,62.33333333333329,70.68571428571428,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.3,0.0,0.0,0.0
2022-01-12,排水闸,1.45,3,0.0355902608401044,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,30.1,0.5,-8.799999999999997,45.399999999999956,63.34285714285715,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.4966666666666668,0.0,0.0,0.0
2022-01-14,排水闸,1.43,2,0.010000000000000009,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,35.9,0.0799999999999983,1.6000000000000014,33.4333333333333,53.4,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.45,0.0,0.0,0.0
2022-01-19,排水闸,0.925,4,0.06538348415311011,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.75,41.1,0.05000000000000071,1.0,39.9333333333333,37.41428571428572,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,1.43,0.0,0.0,0.0
2022-01-20,排水闸,0.9500000000000001,6,0.035590260840104346,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.81,42.4,0.05999999999999872,1.2999999999999972,41.19999999999997,38.57142857142857,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,0.925,0.0,0.0,0.0
2022-01-21,排水闸,1.025,4,0.19371370627810522,1,0.0,0.0,0.0,0.0,0.0,0.0,L_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.78,41.7,-0.029999999999997584,-0.6999999999999957,41.7333333333333,39.4,1,排水闸,False,0,0.0,0.5324998872961588,-1.0999999999999999,0.17725381455337766,-1.2999999999999998,0.14512314907523183,-1.2999999999999998,0.14512314907523183,,,,,,,,0.9500000000000001,0.0,0.0,0.0
